,point_timestamp,point_value
201,2022-04-06,
202,2022-04-07,
203,2022-04-08,
204,2022-04-09,
205,2022-04-10,
206,2022-04-11,61.0
207,2022-04-12,219.0
208,2022-04-13,256.0
209,2022-04-14,557.0
210,2022-04-15,1885.0
211,2022-04-16,3553.0
212,2022-04-17,2008.0
213,2022-04-18,7251.0
214,2022-04-19,2145.0
215,2022-04-20,4740.0
216,2022-04-21,2902.0
217,2022-04-22,188.0
218,2022-04-23,15.0
219,2022-04-24,695.0
220,2022-04-25,148.0
221,2022-04-26,582.0
222,2022-04-27,4574.0
223,2022-04-28,2014.0
224,2022-04-29,2199.0
225,2022-04-30,908.0
226,2022-05-01,1044.0
227,2022-05-02,3577.0
228,2022-05-03,1892.0
229,2022-05-04,2057.0
230,2022-05-05,1936.0
231,2022-05-06,3450.0
232,2022-05-07,2349.0
233,2022-05-08,301.0
234,2022-05-09,1545.0
235,2022-05-10,353.0
236,2022-05-11,487.0
237,2022-05-12,100.0
238,2022-05-13,672.0
239,2022-05-14,296.0
240,2022-05-15,823.0
241,2022-05-16,370.0
242,2022-05-17,194.0
243,2022-05-18,279.0
244,2022-05-19,311.0
245,2022-05-20,452.0
246,2022-05-21,988.0
247,2022-05-22,630.0
248,2022-05-23,311.0
249,2022-05-24,161.0
250,2022-05-25,421.0
251,2022-05-26,194.0
252,2022-05-27,438.0
253,2022-05-28,103.0
254,2022-05-29,908.0
255,2022-05-30,57.0
256,2022-05-31,256.0
257,2022-06-01,1183.0
258,2022-06-02,889.0
259,2022-06-03,825.0
260,2022-06-04,235.0
261,2022-06-05,510.0
262,2022-06-06,368.0
263,2022-06-07,633.0
264,2022-06-08,614.0
265,2022-06-09,139.0
266,2022-06-10,185.0
267,2022-06-11,140.0
268,2022-06-12,622.0
269,2022-06-13,146.0
270,2022-06-14,725.0
271,2022-06-15,271.0
272,2022-06-16,45.0
273,2022-06-17,392.0
274,2022-06-18,157.0
275,2022-06-19,329.0
276,2022-06-20,1635.0
277,2022-06-21,1137.0
278,2022-06-22,399.0
279,2022-06-23,426.0
280,2022-06-24,358.0
281,2022-06-25,1266.0
282,2022-06-26,570.0
283,2022-06-27,265.0
284,2022-06-28,874.0
285,2022-06-29,4215.0
286,2022-06-30,2275.0
287,2022-07-01,633.0
288,2022-07-02,132.0
289,2022-07-03,798.0
290,2022-07-04,54.0
291,2022-07-05,199.0
292,2022-07-06,284.0
293,2022-07-07,655.0
294,2022-07-08,214.0
295,2022-07-09,131.0
296,2022-07-10,602.0
297,2022-07-11,282.0
298,2022-07-12,622.0
299,2022-07-13,222.0
300,2022-07-14,173.0
301,2022-07-15,519.0
302,2022-07-16,179.0
303,2022-07-17,177.0
304,2022-07-18,727.0
305,2022-07-19,155.0
306,2022-07-20,10.0
307,2022-07-21,3.0
308,2022-07-22,876.0
309,2022-07-23,929.0
310,2022-07-24,1212.0
311,2022-07-25,280.0
312,2022-07-26,159.0
313,2022-07-27,491.0
314,2022-07-28,103.0
315,2022-07-29,3303.0
316,2022-07-30,1144.0
317,2022-07-31,710.0
318,2022-08-01,739.0
319,2022-08-02,751.0
320,2022-08-03,1053.0
321,2022-08-04,769.0
322,2022-08-05,352.0
323,2022-08-06,117.0
324,2022-08-07,468.0
325,2022-08-08,129.0
326,2022-08-09,115.0
