,point_timestamp,point_value
139,2021-05-24,0.0161
140,2021-05-25,0.016
141,2021-05-26,0.0151
142,2021-05-27,0.0151
143,2021-05-28,0.0178
144,2021-05-29,
145,2021-05-30,
146,2021-05-31,
147,2021-06-01,0.0163
148,2021-06-02,0.0182
149,2021-06-03,0.0163
150,2021-06-04,0.018
151,2021-06-05,
152,2021-06-06,
153,2021-06-07,0.0171
154,2021-06-08,0.0159
155,2021-06-09,0.015
156,2021-06-10,0.0186
157,2021-06-11,0.0144
158,2021-06-12,
159,2021-06-13,
160,2021-06-14,0.0154
161,2021-06-15,0.0188
162,2021-06-16,0.0173
163,2021-06-17,0.0191
164,2021-06-18,0.0181
165,2021-06-19,
166,2021-06-20,
167,2021-06-21,0.0166
168,2021-06-22,0.0193
169,2021-06-23,0.0169
170,2021-06-24,0.0155
171,2021-06-25,0.0174
172,2021-06-26,
173,2021-06-27,
174,2021-06-28,0.018
175,2021-06-29,0.0188
176,2021-06-30,0.0185
177,2021-07-01,0.0169
178,2021-07-02,0.0162
179,2021-07-03,
180,2021-07-04,
181,2021-07-05,
182,2021-07-06,0.0187
183,2021-07-07,0.0175
184,2021-07-08,0.0184
185,2021-07-09,0.0174
186,2021-07-10,
187,2021-07-11,
188,2021-07-12,0.0186
189,2021-07-13,0.016
190,2021-07-14,0.0153
191,2021-07-15,0.0153
192,2021-07-16,0.0187
193,2021-07-17,
194,2021-07-18,
195,2021-07-19,0.0182
196,2021-07-20,0.0162
197,2021-07-21,0.0181
198,2021-07-22,0.0175
199,2021-07-23,0.0152
200,2021-07-24,
201,2021-07-25,
202,2021-07-26,0.0152
203,2021-07-27,0.0166
204,2021-07-28,0.0183
205,2021-07-29,0.0183
206,2021-07-30,0.0185
207,2021-07-31,
208,2021-08-01,
209,2021-08-02,0.5317
210,2021-08-03,0.0171
211,2021-08-04,0.0187
212,2021-08-05,0.0144
213,2021-08-06,0.0147
214,2021-08-07,
215,2021-08-08,
216,2021-08-09,0.0191
217,2021-08-10,0.0177
218,2021-08-11,0.0183
219,2021-08-12,0.0187
220,2021-08-13,0.0148
221,2021-08-14,
222,2021-08-15,
223,2021-08-16,0.0185
224,2021-08-17,0.0163
225,2021-08-18,0.0135
226,2021-08-19,0.0187
227,2021-08-20,0.0157
228,2021-08-21,
229,2021-08-22,
230,2021-08-23,0.019
231,2021-08-24,0.018
232,2021-08-25,0.0184
233,2021-08-26,0.0187
234,2021-08-27,0.0181
235,2021-08-28,
236,2021-08-29,
237,2021-08-30,0.016
238,2021-08-31,0.016
239,2021-09-01,0.0189
240,2021-09-02,0.0193
241,2021-09-03,0.018
242,2021-09-04,
243,2021-09-05,
244,2021-09-06,
245,2021-09-07,0.0161
246,2021-09-08,0.0155
247,2021-09-09,0.0156
248,2021-09-10,0.0155
249,2021-09-11,
250,2021-09-12,
251,2021-09-13,0.0172
252,2021-09-14,0.0155
253,2021-09-15,0.0177
254,2021-09-16,0.0173
255,2021-09-17,0.0156
256,2021-09-18,
257,2021-09-19,
258,2021-09-20,0.016
259,2021-09-21,0.0156
260,2021-09-22,0.0305
261,2021-09-23,0.016
262,2021-09-24,0.016
263,2021-09-25,
264,2021-09-26,
265,2021-09-27,0.073
266,2021-09-28,0.0164
267,2021-09-29,0.0182
268,2021-09-30,0.0179
