,point_timestamp,point_value
225,2022-04-15,251
226,2022-04-16,235
227,2022-04-17,205
228,2022-04-18,306
229,2022-04-19,346
230,2022-04-20,335
231,2022-04-21,255
232,2022-04-22,241
233,2022-04-23,205
234,2022-04-24,187
235,2022-04-25,222
236,2022-04-26,297
237,2022-04-27,287
238,2022-04-28,255
239,2022-04-29,229
240,2022-04-30,182
241,2022-05-01,142
242,2022-05-02,192
243,2022-05-03,197
244,2022-05-04,235
245,2022-05-05,259
246,2022-05-06,243
247,2022-05-07,212
248,2022-05-08,166
249,2022-05-09,239
250,2022-05-10,247
251,2022-05-11,201
252,2022-05-12,218
253,2022-05-13,189
254,2022-05-14,176
255,2022-05-15,220
256,2022-05-16,236
257,2022-05-17,246
258,2022-05-18,223
259,2022-05-19,291
260,2022-05-20,251
261,2022-05-21,226
262,2022-05-22,171
263,2022-05-23,251
264,2022-05-24,470
265,2022-05-25,684
266,2022-05-26,427
267,2022-05-27,425
268,2022-05-28,323
269,2022-05-29,311
270,2022-05-30,407
271,2022-05-31,465
272,2022-06-01,766
273,2022-06-02,954
274,2022-06-03,804
275,2022-06-04,747
276,2022-06-05,615
277,2022-06-06,878
278,2022-06-07,833
279,2022-06-08,949
280,2022-06-09,938
281,2022-06-10,869
282,2022-06-11,723
283,2022-06-12,623
284,2022-06-13,797
285,2022-06-14,875
286,2022-06-15,827
287,2022-06-16,1055
288,2022-06-17,1008
289,2022-06-18,857
290,2022-06-19,803
291,2022-06-20,1132
292,2022-06-21,1014
293,2022-06-22,916
294,2022-06-23,915
295,2022-06-24,799
296,2022-06-25,649
297,2022-06-26,655
298,2022-06-27,841
299,2022-06-28,877
300,2022-06-29,788
301,2022-06-30,934
302,2022-07-01,1066
303,2022-07-02,825
304,2022-07-03,743
305,2022-07-04,903
306,2022-07-05,875
307,2022-07-06,879
308,2022-07-07,842
309,2022-07-08,854
310,2022-07-09,756
311,2022-07-10,649
312,2022-07-11,863
313,2022-07-12,821
314,2022-07-13,885
315,2022-07-14,916
316,2022-07-15,937
317,2022-07-16,753
318,2022-07-17,727
319,2022-07-18,1013
320,2022-07-19,918
321,2022-07-20,988
322,2022-07-21,921
323,2022-07-22,814
324,2022-07-23,757
325,2022-07-24,739
326,2022-07-25,921
327,2022-07-26,879
328,2022-07-27,848
329,2022-07-28,856
330,2022-07-29,873
331,2022-07-30,694
332,2022-07-31,643
333,2022-08-01,961
334,2022-08-02,923
335,2022-08-03,925
336,2022-08-04,923
337,2022-08-05,846
338,2022-08-06,751
339,2022-08-07,693
340,2022-08-08,938
341,2022-08-09,948
342,2022-08-10,994
343,2022-08-11,1009
344,2022-08-12,880
345,2022-08-13,710
346,2022-08-14,624
347,2022-08-15,713
348,2022-08-16,817
349,2022-08-17,481
350,2022-08-18,955
351,2022-08-19,889
352,2022-08-20,755
353,2022-08-21,684
354,2022-08-22,1003
355,2022-08-23,978
356,2022-08-24,1036
357,2022-08-25,1369
358,2022-08-26,1281
359,2022-08-27,1072
360,2022-08-28,913
361,2022-08-29,1283
362,2022-08-30,1296
363,2022-08-31,1248
364,2022-09-01,1165
365,2022-09-02,1114
366,2022-09-03,857
367,2022-09-04,826
368,2022-09-05,1131
369,2022-09-06,1241
370,2022-09-07,1285
371,2022-09-08,1266
372,2022-09-09,1139
373,2022-09-10,1053
374,2022-09-11,950
375,2022-09-12,1239
376,2022-09-13,1259
377,2022-09-14,1272
378,2022-09-15,1193
379,2022-09-16,1230
380,2022-09-17,979
381,2022-09-18,857
382,2022-09-19,1209
383,2022-09-20,1210
384,2022-09-21,1224
385,2022-09-22,1120
386,2022-09-23,1069
387,2022-09-24,919
388,2022-09-25,901
389,2022-09-26,1199
390,2022-09-27,1167
391,2022-09-28,1179
392,2022-09-29,1177
393,2022-09-30,1166
394,2022-10-01,1041
395,2022-10-02,903
396,2022-10-03,1225
397,2022-10-04,1237
398,2022-10-05,1315
399,2022-10-06,1235
400,2022-10-07,1234
401,2022-10-08,1006
402,2022-10-09,977
403,2022-10-10,1217
404,2022-10-11,1319
405,2022-10-12,1359
406,2022-10-13,1354
407,2022-10-14,1311
408,2022-10-15,1077
409,2022-10-16,965
410,2022-10-17,1340
411,2022-10-18,1288
412,2022-10-19,1394
413,2022-10-20,1753
414,2022-10-21,1873
415,2022-10-22,1445
416,2022-10-23,1188
417,2022-10-24,1731
418,2022-10-25,1807
419,2022-10-26,2073
420,2022-10-27,2024
421,2022-10-28,1869
422,2022-10-29,1497
423,2022-10-30,1464
424,2022-10-31,2000
425,2022-11-01,2037
426,2022-11-02,2212
427,2022-11-03,2364
428,2022-11-04,2282
429,2022-11-05,1916
430,2022-11-06,1795
431,2022-11-07,2392
432,2022-11-08,2216
433,2022-11-09,1668
434,2022-11-10,239
435,2022-11-11,52
436,2022-11-12,25
437,2022-11-13,13
438,2022-11-14,23
439,2022-11-15,17
440,2022-11-16,19
441,2022-11-17,13
442,2022-11-18,5
443,2022-11-19,8
444,2022-11-20,9
445,2022-11-21,2
446,2022-11-22,10
447,2022-11-23,6
448,2022-11-24,10
449,2022-11-25,3
450,2022-11-26,3
451,2022-11-27,2
452,2022-11-28,7
453,2022-11-29,6
454,2022-11-30,2
455,2022-12-01,3
456,2022-12-02,6
457,2022-12-03,1
458,2022-12-04,1
459,2022-12-05,2
460,2022-12-06,3
461,2022-12-07,2
462,2022-12-08,0
463,2022-12-09,3
464,2022-12-10,2
465,2022-12-11,3
466,2022-12-12,3
467,2022-12-13,0
468,2022-12-14,0
469,2022-12-15,0
470,2022-12-16,1
471,2022-12-17,0
472,2022-12-18,0
473,2022-12-19,1
474,2022-12-20,1
475,2022-12-21,0
476,2022-12-22,1
477,2022-12-23,5
478,2022-12-24,1
479,2022-12-25,1
480,2022-12-26,3
481,2022-12-27,3
482,2022-12-28,1
483,2022-12-29,3
484,2022-12-30,4
485,2022-12-31,1
486,2023-01-01,0
487,2023-01-02,2
488,2023-01-03,0
489,2023-01-04,2
490,2023-01-05,2
491,2023-01-06,1
492,2023-01-07,1
493,2023-01-08,2
494,2023-01-09,2
495,2023-01-10,0
496,2023-01-11,1
497,2023-01-12,2
498,2023-01-13,1
499,2023-01-14,1
500,2023-01-15,2
501,2023-01-16,1
502,2023-01-17,0
503,2023-01-18,1
